label_id,image_id,defect_category,defect_type,severity,detection_method,component_id,roi_id,label_status,reviewer,notes
159,PCB_20260517_175701_565069,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041014.txt
160,PCB_20260517_175701_565069,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041014.txt
161,PCB_20260517_175701_565069,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041014.txt
162,PCB_20260517_175701_565069,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041014.txt
163,PCB_20260517_175701_565069,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041014.txt
164,PCB_20260517_175701_603569,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041015.txt
165,PCB_20260517_175701_603569,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041015.txt
166,PCB_20260517_175701_603569,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041015.txt
167,PCB_20260517_175701_603569,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041015.txt
168,PCB_20260517_175701_603569,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041015.txt
169,PCB_20260517_175701_647877,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041016.txt
170,PCB_20260517_175701_647877,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041016.txt
171,PCB_20260517_175701_647877,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041016.txt
172,PCB_20260517_175701_647877,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041016.txt
173,PCB_20260517_175701_647877,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041016.txt
174,PCB_20260517_175701_647877,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041016.txt
175,PCB_20260517_175701_647877,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041016.txt
176,PCB_20260517_175701_647877,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041016.txt
177,PCB_20260517_175701_691463,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041017.txt
178,PCB_20260517_175701_691463,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041017.txt
179,PCB_20260517_175701_691463,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041017.txt
180,PCB_20260517_175701_691463,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041017.txt
181,PCB_20260517_175701_691463,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041017.txt
182,PCB_20260517_175701_691463,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041017.txt
183,PCB_20260517_175701_691463,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041017.txt
184,PCB_20260517_175701_691463,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041017.txt
185,PCB_20260517_175701_691463,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041017.txt
186,PCB_20260517_175701_735907,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041018.txt
187,PCB_20260517_175701_735907,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041018.txt
188,PCB_20260517_175701_735907,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041018.txt
189,PCB_20260517_175701_735907,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041018.txt
190,PCB_20260517_175701_735907,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041018.txt
191,PCB_20260517_175701_735907,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041018.txt
192,PCB_20260517_175701_735907,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041018.txt
193,PCB_20260517_175701_782662,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041019.txt
194,PCB_20260517_175701_782662,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041019.txt
195,PCB_20260517_175701_782662,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041019.txt
196,PCB_20260517_175701_782662,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041019.txt
197,PCB_20260517_175701_782662,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041019.txt
198,PCB_20260517_175701_782662,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041019.txt
199,PCB_20260517_175701_817461,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041020.txt
200,PCB_20260517_175701_817461,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041020.txt
201,PCB_20260517_175701_817461,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041020.txt
202,PCB_20260517_175701_817461,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041020.txt
203,PCB_20260517_175701_817461,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041020.txt
204,PCB_20260517_175701_817461,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041020.txt
205,PCB_20260517_175701_850266,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041021.txt
206,PCB_20260517_175701_850266,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041021.txt
207,PCB_20260517_175701_850266,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041021.txt
208,PCB_20260517_175701_850266,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041021.txt
209,PCB_20260517_175701_850266,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041021.txt
210,PCB_20260517_175701_883073,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041022.txt
211,PCB_20260517_175701_883073,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041022.txt
212,PCB_20260517_175701_883073,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041022.txt
213,PCB_20260517_175701_883073,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041022.txt
214,PCB_20260517_175701_883073,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041022.txt
215,PCB_20260517_175701_915580,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041023.txt
216,PCB_20260517_175701_915580,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041023.txt
217,PCB_20260517_175701_915580,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041023.txt
218,PCB_20260517_175701_915580,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041023.txt
219,PCB_20260517_175701_915580,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041023.txt
220,PCB_20260517_175701_915580,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041023.txt
221,PCB_20260517_175701_915580,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041023.txt
222,PCB_20260517_175701_915580,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041023.txt
223,PCB_20260517_175701_950991,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041024.txt
224,PCB_20260517_175701_950991,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041024.txt
225,PCB_20260517_175701_950991,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041024.txt
226,PCB_20260517_175701_950991,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041024.txt
227,PCB_20260517_175701_950991,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041024.txt
228,PCB_20260517_175701_950991,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041024.txt
229,PCB_20260517_175701_950991,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041024.txt
230,PCB_20260517_175701_950991,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041024.txt
231,PCB_20260517_175701_988351,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041025.txt
232,PCB_20260517_175701_988351,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041025.txt
233,PCB_20260517_175701_988351,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041025.txt
234,PCB_20260517_175701_988351,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041025.txt
235,PCB_20260517_175701_988351,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041025.txt
236,PCB_20260517_175701_988351,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041025.txt
237,PCB_20260517_175701_988351,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041025.txt
238,PCB_20260517_175701_988351,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041025.txt
239,PCB_20260517_175702_028974,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041026.txt
240,PCB_20260517_175702_028974,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041026.txt
241,PCB_20260517_175702_028974,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041026.txt
242,PCB_20260517_175702_028974,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041026.txt
243,PCB_20260517_175702_028974,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041026.txt
244,PCB_20260517_175702_028974,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041026.txt
245,PCB_20260517_175702_028974,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041026.txt
246,PCB_20260517_175702_028974,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041026.txt
247,PCB_20260517_175702_028974,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041026.txt
248,PCB_20260517_175702_069307,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
249,PCB_20260517_175702_069307,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
250,PCB_20260517_175702_069307,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
251,PCB_20260517_175702_069307,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
252,PCB_20260517_175702_069307,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
253,PCB_20260517_175702_069307,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
254,PCB_20260517_175702_069307,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
255,PCB_20260517_175702_069307,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
256,PCB_20260517_175702_069307,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
257,PCB_20260517_175702_069307,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041027.txt
258,PCB_20260517_175702_106686,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041028.txt
259,PCB_20260517_175702_106686,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041028.txt
260,PCB_20260517_175702_106686,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041028.txt
261,PCB_20260517_175702_106686,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041028.txt
262,PCB_20260517_175702_106686,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041028.txt
263,PCB_20260517_175702_106686,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041028.txt
264,PCB_20260517_175702_106686,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041028.txt
265,PCB_20260517_175702_106686,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041028.txt
266,PCB_20260517_175702_106686,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041028.txt
267,PCB_20260517_175702_144114,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041029.txt
268,PCB_20260517_175702_144114,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041029.txt
269,PCB_20260517_175702_144114,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041029.txt
270,PCB_20260517_175702_174554,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
271,PCB_20260517_175702_174554,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
272,PCB_20260517_175702_174554,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
273,PCB_20260517_175702_174554,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
274,PCB_20260517_175702_174554,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
275,PCB_20260517_175702_174554,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
276,PCB_20260517_175702_174554,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
277,PCB_20260517_175702_174554,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
278,PCB_20260517_175702_174554,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
279,PCB_20260517_175702_174554,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041030.txt
280,PCB_20260517_175702_211249,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
281,PCB_20260517_175702_211249,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
282,PCB_20260517_175702_211249,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
283,PCB_20260517_175702_211249,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
284,PCB_20260517_175702_211249,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
285,PCB_20260517_175702_211249,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
286,PCB_20260517_175702_211249,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
287,PCB_20260517_175702_211249,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
288,PCB_20260517_175702_211249,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
289,PCB_20260517_175702_211249,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041031.txt
290,PCB_20260517_175702_253865,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041032.txt
291,PCB_20260517_175702_253865,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041032.txt
292,PCB_20260517_175702_253865,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041032.txt
293,PCB_20260517_175702_253865,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041032.txt
294,PCB_20260517_175702_253865,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041032.txt
295,PCB_20260517_175702_253865,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041032.txt
296,PCB_20260517_175702_253865,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041032.txt
297,PCB_20260517_175702_253865,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041032.txt
298,PCB_20260517_175702_291857,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041033.txt
299,PCB_20260517_175702_291857,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041033.txt
300,PCB_20260517_175702_291857,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041033.txt
301,PCB_20260517_175702_291857,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041033.txt
302,PCB_20260517_175702_291857,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041033.txt
303,PCB_20260517_175702_291857,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041033.txt
304,PCB_20260517_175702_324212,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041034.txt
305,PCB_20260517_175702_324212,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041034.txt
306,PCB_20260517_175702_324212,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041034.txt
307,PCB_20260517_175702_324212,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041034.txt
308,PCB_20260517_175702_324212,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041034.txt
309,PCB_20260517_175702_324212,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041034.txt
310,PCB_20260517_175702_324212,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041034.txt
311,PCB_20260517_175702_324212,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041034.txt
312,PCB_20260517_175702_324212,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041034.txt
313,PCB_20260517_175702_357910,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041035.txt
314,PCB_20260517_175702_357910,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041035.txt
