image_id,original_filename,file_path,file_hash,image_width,image_height,image_source,board_id,inspection_side,capture_method,upload_date,status,dataset_name,dataset_original_id,dataset_split,inspection_stage,annotation_available,license_note
PCB_20260517_175702_572558,00041041_temp.jpg,data\images\raw\PCB_20260517_175702_572558.jpg,ba6110d4e6a129335d41c251bc3cd39e,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041041,unknown,bare_pcb_surface,no,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_590237,00041041_test.jpg,data\images\raw\PCB_20260517_175702_590237.jpg,e64cd5ebb234382144fe48da737f3e24,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041041,unknown,bare_pcb_surface,yes,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_605798,00041042_temp.jpg,data\images\raw\PCB_20260517_175702_605798.jpg,430a496ba8c1c7b4bd130123476df95c,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041042,unknown,bare_pcb_surface,no,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_625072,00041042_test.jpg,data\images\raw\PCB_20260517_175702_625072.jpg,92783ecf73620f83241cb53e27f8e456,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041042,unknown,bare_pcb_surface,yes,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_647100,00041043_temp.jpg,data\images\raw\PCB_20260517_175702_647100.jpg,d2d1897dcfe4a9056f5107e7ca3c9d09,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041043,unknown,bare_pcb_surface,no,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_665393,00041043_test.jpg,data\images\raw\PCB_20260517_175702_665393.jpg,d28fa70e097e8934f5143b9fb1c33d39,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041043,unknown,bare_pcb_surface,yes,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_688548,00041044_temp.jpg,data\images\raw\PCB_20260517_175702_688548.jpg,429c3c9a43db1dc7e7145ef98511f966,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041044,unknown,bare_pcb_surface,no,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_711242,00041044_test.jpg,data\images\raw\PCB_20260517_175702_711242.jpg,577bd70af04e9bc5825b34b7582e4954,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041044,unknown,bare_pcb_surface,yes,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_733866,00041045_temp.jpg,data\images\raw\PCB_20260517_175702_733866.jpg,d6663d623c379d6b67d51b9a30d5d35d,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041045,unknown,bare_pcb_surface,no,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_751109,00041045_test.jpg,data\images\raw\PCB_20260517_175702_751109.jpg,1c60a1c3e947760ce95e51f257e4fe20,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041045,unknown,bare_pcb_surface,yes,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_772064,00041046_temp.jpg,data\images\raw\PCB_20260517_175702_772064.jpg,26c9e37a3a3b0a039422a28cf1564186,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041046,unknown,bare_pcb_surface,no,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_790192,00041046_test.jpg,data\images\raw\PCB_20260517_175702_790192.jpg,8a7fb3beabbd33281c7fc0685f4ebae3,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041046,unknown,bare_pcb_surface,yes,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_807349,00041047_temp.jpg,data\images\raw\PCB_20260517_175702_807349.jpg,15fad311aba8a4c0a6257f475c4bbf0c,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041047,unknown,bare_pcb_surface,no,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_826434,00041047_test.jpg,data\images\raw\PCB_20260517_175702_826434.jpg,b61678ad114c7d6f74d71fddc239eab0,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041047,unknown,bare_pcb_surface,yes,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_842055,00041048_temp.jpg,data\images\raw\PCB_20260517_175702_842055.jpg,b156782841a47985eefa33cf8c178fb6,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041048,unknown,bare_pcb_surface,no,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_858728,00041048_test.jpg,data\images\raw\PCB_20260517_175702_858728.jpg,accc663bcca9250182321a4f367fc87b,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041048,unknown,bare_pcb_surface,yes,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_875643,00041049_temp.jpg,data\images\raw\PCB_20260517_175702_875643.jpg,80f7f7d4725190afe25ad793da03efa0,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041049,unknown,bare_pcb_surface,no,DeepPCB public GitHub dataset; verify use conditions before commercial use
PCB_20260517_175702_890527,00041049_test.jpg,data\images\raw\PCB_20260517_175702_890527.jpg,130f684d3cd18a96fbd527e15b3ce3ee,640,640,public_dataset,unknown_board,unknown,manual_upload,2026-05-17T17:57:02,pending,DeepPCB,00041049,unknown,bare_pcb_surface,yes,DeepPCB public GitHub dataset; verify use conditions before commercial use
